# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_DEVICE 0 GeForce GTX 480
# CUDA_CONTEXT 2
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR fffff685719c1c70
method,gputime,cputime,dynsmemperblock,stasmemperblock,regperthread,occupancy
memcpyDtoH,394.048,871.000
memcpyDtoH,61.344,180.000
memcpyDtoH,182.592,477.000
memcpyDtoH,193.600,498.000
memcpyDtoH,62.880,172.000
memcpyDtoH,61.984,169.000
memcpyDtoH,61.600,170.000
memcpyDtoH,181.952,472.000
memcpyDtoH,192.448,496.000
memcpyDtoH,61.600,165.000
memcpyDtoH,61.696,170.000
memcpyHtoD,111.552,213.000
memcpyHtoD,165.952,289.000
memcpyHtoD,57.856,110.000
memcpyHtoD,57.376,110.000
memcpyHtoD,166.112,293.000
memcpyHtoD,166.144,410.000
memcpyHtoD,66.112,110.000
memcpyHtoD,57.056,107.000
memcpyHtoD,165.856,291.000
memcpyHtoD,540.032,675.000
memcpyHtoD,56.960,154.000
memcpyHtoD,166.144,297.000
memcpyHtoD,166.880,305.000
memcpyHtoD,57.440,107.000
memcpyHtoD,57.088,108.000
memcpyHtoD,57.120,101.000
memcpyHtoD,166.144,296.000
memcpyHtoD,167.136,310.000
memcpyHtoD,57.024,103.000
memcpyHtoD,57.344,102.000
_compute_gradients_loop1D_1,89.920,13.000,0,0,30,0.667
memcpyHtoD,166.240,303.000
_extrapolate_from_gradient_loop1D_1,40.512,13.000,0,0,16,0.667
memcpyDtoH,187.008,514.000
_limit_vertices_by_all_neighbours_loop1D_1,74.560,13.000,0,0,34,0.583
_compute_gradients_loop1D_1,89.024,6.000,0,0,30,0.667
memcpyHtoD,166.304,306.000
_extrapolate_from_gradient_loop1D_1,40.992,13.000,0,0,16,0.667
memcpyDtoH,182.560,472.000
_limit_vertices_by_all_neighbours_loop1D_1,81.632,14.000,0,0,34,0.583
_compute_gradients_loop1D_1,88.992,7.000,0,0,30,0.667
memcpyHtoD,166.016,309.000
_extrapolate_from_gradient_loop1D_1,41.664,13.000,0,0,16,0.667
memcpyDtoH,182.496,475.000
_limit_vertices_by_all_neighbours_loop1D_1,83.104,13.000,0,0,34,0.583
memcpyDtoH,122.560,328.000
memcpyDtoH,181.920,477.000
memcpyDtoH,65.568,187.000
memcpyDtoH,61.824,173.000
memcpyDtoH,181.920,504.000
memcpyDtoH,189.440,501.000
memcpyDtoH,61.632,171.000
memcpyDtoH,61.664,171.000
memcpyDtoH,181.888,470.000
memcpyDtoH,388.768,870.000
memcpyDtoH,61.408,183.000
memcpyDtoH,182.176,471.000
memcpyDtoH,191.104,492.000
memcpyDtoH,61.600,170.000
memcpyDtoH,61.696,169.000
memcpyDtoH,61.536,171.000
memcpyDtoH,181.888,473.000
memcpyDtoH,190.368,514.000
memcpyDtoH,61.632,171.000
memcpyDtoH,61.696,169.000
memcpyHtoD,111.328,218.000
memcpyHtoD,166.240,310.000
memcpyHtoD,61.952,113.000
memcpyHtoD,57.312,111.000
memcpyHtoD,166.048,294.000
memcpyHtoD,166.272,391.000
memcpyHtoD,65.344,107.000
memcpyHtoD,57.888,110.000
memcpyHtoD,166.016,293.000
memcpyHtoD,553.600,697.000
memcpyHtoD,57.792,154.000
memcpyHtoD,165.984,302.000
memcpyHtoD,167.392,317.000
memcpyHtoD,57.024,105.000
memcpyHtoD,57.120,102.000
memcpyHtoD,57.216,101.000
memcpyHtoD,166.080,293.000
memcpyHtoD,166.592,310.000
memcpyHtoD,58.528,106.000
memcpyHtoD,57.280,109.000
_compute_gradients_loop1D_1,89.408,14.000,0,0,30,0.667
memcpyHtoD,166.144,304.000
_extrapolate_from_gradient_loop1D_1,41.056,14.000,0,0,16,0.667
memcpyDtoH,182.208,509.000
_limit_vertices_by_all_neighbours_loop1D_1,77.216,13.000,0,0,34,0.583
_compute_gradients_loop1D_1,91.392,7.000,0,0,30,0.667
memcpyHtoD,166.080,304.000
_extrapolate_from_gradient_loop1D_1,41.440,13.000,0,0,16,0.667
memcpyDtoH,186.784,479.000
_limit_vertices_by_all_neighbours_loop1D_1,85.728,13.000,0,0,34,0.583
_compute_gradients_loop1D_1,103.488,6.000,0,0,30,0.667
memcpyHtoD,166.048,314.000
_extrapolate_from_gradient_loop1D_1,42.240,12.000,0,0,16,0.667
memcpyDtoH,186.816,478.000
_limit_vertices_by_all_neighbours_loop1D_1,87.168,15.000,0,0,34,0.583
memcpyDtoH,122.304,327.000
memcpyDtoH,181.984,473.000
memcpyDtoH,71.712,185.000
memcpyDtoH,61.792,171.000
memcpyDtoH,182.592,507.000
memcpyDtoH,190.912,504.000
memcpyDtoH,61.824,173.000
memcpyDtoH,61.536,172.000
memcpyDtoH,181.920,469.000
memcpyDtoH,398.144,884.000
memcpyDtoH,61.344,183.000
memcpyDtoH,182.304,475.000
memcpyDtoH,199.520,524.000
memcpyDtoH,62.432,177.000
memcpyDtoH,61.760,170.000
memcpyDtoH,61.728,171.000
memcpyDtoH,181.824,470.000
memcpyDtoH,195.840,494.000
memcpyDtoH,62.368,174.000
memcpyDtoH,62.016,172.000
memcpyHtoD,112.224,220.000
memcpyHtoD,165.920,290.000
memcpyHtoD,59.840,111.000
memcpyHtoD,57.376,108.000
memcpyHtoD,166.176,292.000
memcpyHtoD,166.336,402.000
memcpyHtoD,58.208,108.000
memcpyHtoD,57.120,108.000
memcpyHtoD,165.952,291.000
memcpyHtoD,538.944,674.000
memcpyHtoD,57.376,152.000
memcpyHtoD,166.080,299.000
memcpyHtoD,167.200,310.000
memcpyHtoD,57.248,115.000
memcpyHtoD,57.152,102.000
memcpyHtoD,57.408,104.000
memcpyHtoD,166.080,294.000
memcpyHtoD,167.328,311.000
memcpyHtoD,57.056,104.000
memcpyHtoD,57.216,103.000
_compute_gradients_loop1D_1,102.272,14.000,0,0,30,0.667
memcpyHtoD,166.336,304.000
_extrapolate_from_gradient_loop1D_1,41.952,12.000,0,0,16,0.667
memcpyDtoH,182.272,510.000
_limit_vertices_by_all_neighbours_loop1D_1,76.416,14.000,0,0,34,0.583
_compute_gradients_loop1D_1,98.944,6.000,0,0,30,0.667
memcpyHtoD,166.016,300.000
_extrapolate_from_gradient_loop1D_1,41.792,12.000,0,0,16,0.667
memcpyDtoH,182.176,472.000
_limit_vertices_by_all_neighbours_loop1D_1,85.952,15.000,0,0,34,0.583
_compute_gradients_loop1D_1,105.536,6.000,0,0,30,0.667
memcpyHtoD,166.112,305.000
_extrapolate_from_gradient_loop1D_1,41.536,13.000,0,0,16,0.667
memcpyDtoH,186.688,478.000
_limit_vertices_by_all_neighbours_loop1D_1,86.528,14.000,0,0,34,0.583
memcpyDtoH,122.784,340.000
memcpyDtoH,181.824,476.000
memcpyDtoH,71.680,186.000
memcpyDtoH,61.600,171.000
memcpyDtoH,181.856,506.000
memcpyDtoH,189.792,503.000
memcpyDtoH,61.504,172.000
memcpyDtoH,61.632,172.000
memcpyDtoH,182.016,468.000
memcpyDtoH,399.936,881.000
memcpyDtoH,61.536,183.000
memcpyDtoH,182.112,472.000
memcpyDtoH,199.040,505.000
memcpyDtoH,61.632,170.000
memcpyDtoH,61.536,169.000
memcpyDtoH,61.472,171.000
memcpyDtoH,181.888,472.000
memcpyDtoH,193.120,512.000
memcpyDtoH,61.664,168.000
memcpyDtoH,61.600,170.000
memcpyHtoD,111.488,218.000
memcpyHtoD,166.336,290.000
memcpyHtoD,58.624,111.000
memcpyHtoD,57.824,110.000
memcpyHtoD,166.112,294.000
memcpyHtoD,166.272,391.000
memcpyHtoD,66.784,107.000
memcpyHtoD,57.344,107.000
memcpyHtoD,166.080,291.000
memcpyHtoD,538.784,678.000
memcpyHtoD,57.216,154.000
memcpyHtoD,166.208,300.000
memcpyHtoD,167.200,316.000
memcpyHtoD,57.280,104.000
memcpyHtoD,57.152,103.000
memcpyHtoD,57.248,102.000
memcpyHtoD,166.272,295.000
memcpyHtoD,167.104,311.000
memcpyHtoD,57.056,102.000
memcpyHtoD,57.408,103.000
_compute_gradients_loop1D_1,107.200,13.000,0,0,30,0.667
memcpyHtoD,166.016,306.000
_extrapolate_from_gradient_loop1D_1,41.856,14.000,0,0,16,0.667
memcpyDtoH,182.400,510.000
_limit_vertices_by_all_neighbours_loop1D_1,74.528,15.000,0,0,34,0.583
_compute_gradients_loop1D_1,107.264,6.000,0,0,30,0.667
memcpyHtoD,166.112,307.000
_extrapolate_from_gradient_loop1D_1,42.432,12.000,0,0,16,0.667
memcpyDtoH,182.464,474.000
_limit_vertices_by_all_neighbours_loop1D_1,86.112,14.000,0,0,34,0.583
_compute_gradients_loop1D_1,107.776,6.000,0,0,30,0.667
memcpyHtoD,166.016,307.000
_extrapolate_from_gradient_loop1D_1,43.808,12.000,0,0,16,0.667
memcpyDtoH,182.080,474.000
_limit_vertices_by_all_neighbours_loop1D_1,85.664,13.000,0,0,34,0.583
memcpyDtoH,122.944,324.000
memcpyDtoH,182.016,474.000
memcpyDtoH,71.584,186.000
memcpyDtoH,61.952,170.000
memcpyDtoH,182.016,504.000
memcpyDtoH,189.088,518.000
memcpyDtoH,61.760,178.000
memcpyDtoH,61.792,171.000
memcpyDtoH,181.952,470.000
memcpyDtoH,397.312,876.000
memcpyDtoH,61.408,181.000
memcpyDtoH,182.144,472.000
memcpyDtoH,198.112,500.000
memcpyDtoH,62.560,178.000
memcpyDtoH,61.888,173.000
memcpyDtoH,61.696,171.000
memcpyDtoH,182.016,474.000
memcpyDtoH,190.496,498.000
memcpyDtoH,61.600,167.000
memcpyDtoH,61.568,170.000
